code,name,address,city,zip,phone,fax,principal,grade_from,grade_to,type,website,complex,complex_area,district,island,charter
390,Kealakehe Inter School,74-5062 Onipaa Street,Kailua-Kona,96740,808.313.3000,808.327.4315,Janice Blaber,6,8,Middle / Inter,http://www.kishawks.org/,Kealakehe,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
372,Keaukaha Elem School,240 Desha Avenue,Hilo,96720,808.300.1800,808.974.4868,Vincent Venzon,K,6,Elementary,http://www.keaukahaelementary.com/,Hilo,Hilo-Waiakea,Hawaii,Hawaii,FALSE
104,Keelikolani Middle School,1302 Queen Emma Street,Honolulu,96813,808.587.4400,808.587.4409,Joseph Passantino,6,8,Middle / Inter,https://www.keelikolanimiddle.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
458,Kekaha Elem School,8140 Kekaha Road,Kekaha,96752,808.337.7655,808.337.7657,Joseph Hicks,PreK,5,Elementary,https://www.kekahaschool.k12.hi.us/,Waimea,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
435,Kekaulike High School,121 Kula Highway,Pukalani,96768,808.727.3500,808.573.2231,Amy Strand,9,12,High School,https://sites.google.com/kkhs.k12.hi.us/kingkekaulike/home,Kekaulike,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
317,Keolu Elem School,1416 Keolu Drive,Kailua,96734,808.266.7818,808.266.7892,Maureen Dunn-Anzai,PreK,6,Elementary,https://keoluelementary.k12.hi.us/,Kailua,Kailua-Kalaheo,Windward,Oahu,FALSE
391,Keonepoko Elem School,15-890 Kahakai Boulevard,Pahoa,96778,808.313.4500,808.965.2138,Kasey Eisenhour,PreK,6,Elementary,http://www.keonepoko.k12.hi.us,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,FALSE
294,Keoneula Elem School,91-970 Kaileolea Drive,Ewa Beach,96706,808.307.2100,808.689.1395,Paul Taga,K,6,Elementary,http://keoneula.k12.hi.us/,Campbell,Campbell-Kapolei,Leeward,Oahu,FALSE
409,Kihei Elem School,250 E. Lipoa Street,Kihei,96753,808.727.4400,808.875.6825,Tracy Lui,PreK,5,Elementary,http://www.kiheielementary.org/,Kulanihakoi,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
459,Kilauea Elem School,2440 Kolo Road,Kilauea,96754,808.828.1212,808.828.2034,Fig Mitchell,PreK,6,Elementary,https://www.kilaueaschool.k12.hi.us/,Kapaa,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
410,Kilohana Elem School,Kamehameha V Highway,Kaunakakai,96748,808.774.8400,808.558.2203,Shona Mae Pineda,PreK,6,Elementary,https://www.kilohanaelementary.org/,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,FALSE
318,King Inter School,46-155 Kamehameha Highway,Kaneohe,96744,808.233.5727,808.233.5747,Ryan Micale,7,8,Middle / Inter,http://www.king.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,FALSE
212,Kipapa Elem School,95-076 Kipapa Drive,Mililani,96789,808.305.4200,808.627.7326,Jhameel Duarte,K,5,Elementary,http://www.kipapaelementary.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
395,Kohala Elem School,54-3609 Akoni Pule Highway,Kapaau,96755,808.889.7100,808.889.7103,Hannah Loyola,PreK,5,Elementary,https://kohalaelementary.com/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
373,Kohala High School,54-3611 Akoni Pule Highway,Kapaau,96755,808.889.7117,808.889.7120,Amy Stafford,9,12,High School,http://www.kohalahs.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
366,Kohala Middle School,53-4155 Akoni Pule Highway,Kapaau,96755,808.889.7119,808.889.7121,Trisha Malia Sanborn,6,8,Middle / Inter,http://www.kohalams.org/,Kohala,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
127,Koko Head Elem School,189 Lunalilo Home Road,Honolulu,96825,808.509.1200,808.397.5816,Kevin Dias,PreK,5,Elementary,http://kokoheadschool.org/,Kaiser,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
460,Koloa Elem School,3223 Poipu Road,Koloa,96756,808.742.8460,808.742.8466,Shannon Sardinha,K,5,Elementary,https://www.koloaes.k12.hi.us/,Kauai,Kapaa-Kauai-Waimea,Kauai,Kauai,FALSE
375,Konawaena Elem School,81-901 Onouli Road,Kealakekua,96750,808.323.4555,808.323.4551,Jessica Dahlke,PreK,5,Elementary,http://www.konawaenael.k12.hi.us/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
374,Konawaena High School,81-1043 Konawaena School Road,Kealakekua,96750,808.323.4500,808.323.4515,Ami Akeo,9,12,High School,http://www.konawaenahs.org/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
376,Konawaena Middle School,81-1045 Konawaena School Road,Kealakekua,96750,808.323.4566,808.323.4574,Teddy Burgess,6,8,Middle / Inter,http://konawaenamiddle.k12.hi.us/,Konawaena,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
128,Kuhio Elem School,2759 South King Street,Honolulu,96826,808.973.0085,808.973.0088,Robyn Tom,PreK,5,Elementary,http://kuhioes.k12.hi.us/,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
412,Kula Elem School,5000 Kula Highway,Kula,96790,808.876.7610,808.876.7616,Paula Herbaugh,PreK,5,Elementary,https://www.kulael.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
437,Kulanihakoi High School,901 Piilani Highway,Kihei,96753,808.727.6700,808.727.6722,Rosa Su,9,10,High School,https://www.khsmaui.org/,Kulanihakoi,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
413,Lahaina Inter School,871 Lahainaluna Road,Lahaina,96761,808.662.3965,808.662.3968,Stacy Bookland,6,8,Middle / Inter,https://www.lis.k12.hi.us/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,FALSE
414,Lahainaluna High School,980 Lahainaluna Road,Lahaina,96761,808.662.4000,808.662.3997,Richard Carosso,9,12,High School,http://www.lahainalunahs.org/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,FALSE
319,Laie Elem School,55-109 Kulanui Street,Laie,96762,808.305.0400,808.293.8968,Eliza Kaka,K,6,Elementary,http://www.laie.k12.hi.us,Kahuku,Castle-Kahuku,Windward,Oahu,FALSE
415,Lanai High & Elem School,555 Fraser Avenue,Lanai City,96763,808.565.7900,808.565.7904,Douglas Boyer,PreK,12,K - 12,https://www.lanaihighandelementaryschool.org/,Lanai,Hana-Lahainaluna-Lanai-Molokai,Maui,Lanai,FALSE
129,Lanakila Elem School,717 North Kuakini Street,Honolulu,96817,808.587.4466,808.587.4468,Kerry Higa,PreK,5,Elementary,https://sites.google.com/k12.hi.us/lanakila,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
268,Lehua Elem School,791 Lehua Avenue,Pearl City,96782,808.307.3700,808.453.6497,Michael Sugano,K,6,Elementary,https://www.lehua.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
271,Leihoku Elem School,86-285 Leihoku Street,Waianae,96792,808.305.7100,808.697.7142,Rebecca Gebreyesus,PreK,6,Elementary,https://sites.google.com/k12.hi.us/leihokuelementary/home,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
214,Leilehua High School,1515 California Avenue,Wahiawa,96786,808.305.3000,808.622.6554,Jason Nakamoto,9,12,High School,http://www.leilehua.k12.hi.us/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
416,Lihikai Elem School,335 South Papa Avenue,Kahului,96732,808.727.4500,808.873.3570,Barbara Oura Tavares,K,5,Elementary,https://www.lihikaielementary.k12.hi.us/,Maui,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
130,Liholiho Elem School,3430 Maunaloa Avenue,Honolulu,96816,808.733.4850,808.733.4856,Alan Lee,K,5,Elementary,https://liholiho.k12.hi.us/,Kalani,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
131,Likelike Elem School,1618 Palama Street,Honolulu,96817,808.832.3370,808.832.3374,Kelly Bart,PreK,5,Elementary,http://www.likelike.k12.hi.us,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
133,Linapuni Elem School,1434 Linapuni Street,Honolulu,96819,808.305.2150,808.832.3305,Kimberly Ann Fuller,PreK,1,Elementary,,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
134,Lincoln Elem School,615 Auwaiolimu Street,Honolulu,96813,808.307.2900,808.587.4487,Cameron Kubota,PreK,5,Elementary,http://les.lincoln.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
430,Lokelani Inter School,1401 Liloa Drive,Kihei,96753,808.727.3300,808.875.6835,Francoise Bell,6,8,Middle / Inter,http://www.lokelani.k12.hi.us/,Kulanihakoi,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
135,Lunalilo Elem School,810 Pumehana Street,Honolulu,96826,808.307.2800,808.973.0276,Wendy Kau,K,5,Elementary,http://www.lunalilo.k12.hi.us/,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
136,Maemae Elem School,319 Wyllie Street,Honolulu,96817,808.595.5400,808.595.5405,Lenn Uyeda,K,6,Elementary,http://www.maemaeschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
257,Maili Elem School,87-360 Kulaaupuni Street,Waianae,96792,808.305.4600,808.697.7151,Suzie Lee,K,6,Elementary,http://mailielementary.org,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
258,Makaha Elem School,84-200 Ala Naauao Place,Waianae,96792,808.307.7400,808.695.7905,Leslie Ziu,K,6,Elementary,https://sites.google.com/k12.hi.us/makaha/home,Waianae,Nanakuli-Waianae,Leeward,Oahu,FALSE
259,Makakilo Elem School,92-675 Anipeahi Street,Kapolei,96707,808.672.1122,808.672.1128,Danielle Himalaya,K,5,Elementary,http://www.makakiloelementary.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,FALSE
215,Makalapa Elem School,4435 Salt Lake Blvd.,Honolulu,96818,808.307.6500,808.421.4112,Stephanie Shigemasa,K,6,Elementary,http://www.makalapael.org/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
417,Makawao Elem School,3542 Baldwin Avenue,Makawao,96768,808.727.5700,808.573.8774,Ginifer Nania,K,5,Elementary,http://www.makawao.k12.hi.us/,Kekaulike,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
260,Manana Elem School,1147 Kumano Street,Pearl City,96782,808.307.5300,808.453.6437,Bryan Loo,K,6,Elementary,http://www.manana.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
137,Manoa Elem School,3155 Manoa Road,Honolulu,96822,808.988.1868,808.988.1860,Jason Okamoto,K,5,Elementary,http://www.manoaschool.com/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
418,Maui High School,660 South Lono Avenue,Kahului,96732,808.727.4000,808.873.3010,Ty Ogasawara,9,12,High School,http://www.mauihigh.org,Maui,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
428,Maui Waena Inter School,795 Onehee Street,Kahului,96732,808.727.4200,808.873.3066,Jacquelyn McCandless,6,8,Middle / Inter,http://www.mauiwaena.com,Maui,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
286,Mauka Lani Elem School,92-1300 Panana Street,Kapolei,96707,808.305.8800,808.672.1114,Neil Battad,PreK,5,Elementary,http://www.maukalani.k12.hi.us/,Kapolei,Campbell-Kapolei,Leeward,Oahu,FALSE
419,Maunaloa Elem School,Maunaloa Highway,Maunaloa,96770,808.774.8300,808.552.2004,Kimberly Kaai,PreK,6,Elementary,https://maunaloa-elementary-school.weebly.com/,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,FALSE
321,Maunawili Elem School,1465 Ulupii Street,Kailua,96734,808.266.7822,808.266.7834,Kaui Tanaka,K,6,Elementary,https://www.maunawili.k12.hi.us/,Kailua,Kailua-Kalaheo,Windward,Oahu,FALSE
138,McKinley High School,1039 South King Street,Honolulu,96814,808.594.0400,808.594.0407,Ron Okamura,9,12,High School,http://www.mckinley.k12.hi.us/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
216,Mililani High School,95-1200 Meheula Parkway,Mililani,96789,808.307.4200,808.627.7375,Frederick Murphy,9,12,High School,http://www.mililanihs.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
240,Mililani Ike Elem School,95-1330 Lehiwa Drive,Mililani,96789,808.307.6700,808.626.2958,Lynne Ajifu,K,5,Elementary,http://www.milike.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
241,Mililani Mauka Elem School,95-1111 Makaikai Street,Mililani,96789,808.305.1700,808.626.3360,Kyle Shimabukuro,K,5,Elementary,http://www.milmauka.k12.hi.us,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
238,Mililani Middle School,95-1140 Lehiwa Drive,Mililani,96789,808.627.9000,808.626.7358,Shannon Tamashiro,6,8,Middle / Inter,https://sites.google.com/mililanimiddle.k12.hi.us/mms/home,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
242,Mililani Uka Elem School,94-380 Kuahelani Avenue,Mililani,96789,808.305.4900,808.627.7387,Jacob Thomas Kardash,K,5,Elementary,http://www.mililaniuka.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
234,Mililani Waena Elem School,95-502 Kipapa Drive,Mililani,96789,808.307.4000,808.627.7455,Troy Tamura,K,5,Elementary,https://www.mililaniwaena.org/,Mililani,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
217,Moanalua Elem School,1337 Mahiole Street,Honolulu,96819,808.305.1200,808.831.7877,Lynda Galera,K,6,Elementary,http://www.moanaluaelementary.org,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
218,Moanalua High School,2825 Ala Ilima Street,Honolulu,96818,808.305.1000,808.831.7919,Robin Martin,9,12,High School,http://www.moanaluahs.org/,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
219,Moanalua Middle School,1289 Mahiole Street,Honolulu,96819,808.305.1289,808.831.7859,Komarey Moss,7,8,Middle / Inter,http://www.moanaluamiddle.org/,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
322,Mokapu Elem School,1193 Mokapu Blvd.   KMCB Bldg.,Kailua,96734,808.254.7964,808.254.7969,Brett Matsukawa,K,6,Elementary,https://mokapu.k12.hi.us,Kalaheo,Kailua-Kalaheo,Windward,Oahu,FALSE
220,Mokulele Elem School,250 Aupaka Street,Honolulu,96818,808.421.4180,808.421.4182,Fredrick Harris,K,6,Elementary,http://mokulele.k12.hi.us/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
421,Molokai High School,2140 Farrington Avenue,Hoolehua,96729,808.567.7100,808.567.6960,Katina Soares,9,12,High School,http://www.molokaihighschool.org,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,FALSE
434,Molokai Middle School,2175 Lihipali Avenue,Hoolehua,96729,808.774.8500,808.567.6939,Kainoa Pali,7,8,Middle / Inter,https://www.molokaimiddle.org/,Molokai,Hana-Lahainaluna-Lanai-Molokai,Maui,Molokai,FALSE
285,Momilani Elem School,2130 Hookiekie Street,Pearl City,96782,808.307.5800,808.453.6448,Garrett Arakawa,K,6,Elementary,http://www.momilani.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
379,Mountain View Elem School,18-1235 Volcano Highway,Mountain View,96771,808.313.3200,808.968.2305,Adria Medeiros,PreK,5,Elementary,http://www.mveshawks.k12.hi.us/,Keaau,Kau-Keaau-Pahoa,Hawaii,Hawaii,FALSE
380,Naalehu Elem School,95-5545 Mamalahoa Highway,Naalehu,96772,808.313.4000,808.939.2419,Jason Britt,PreK,6,Elementary,,Kau,Kau-Keaau-Pahoa,Hawaii,Hawaii,FALSE
429,Nahienaena Elem School,816 Niheu Street,Lahaina,96761,808.727.6200,808.662.4023,Ian Haskins,PreK,5,Elementary,http://www.nahienaena.k12.hi.us/,Lahainaluna,Hana-Lahainaluna-Lanai-Molokai,Maui,Maui,FALSE
261,Nanaikapono Elem School,89-153 Mano Avenue,Waianae,96792,808.305.7800,808.668.5890,Jessica Matsik,PreK,6,Elementary,https://npono.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,FALSE
262,Nanakuli Elem School,89-778 Haleakala Avenue,Waianae,96792,808.307.8600,808.668.5817,Lisa Ann Higa,PreK,6,Elementary,http://nes.nwcomplex.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,FALSE
263,Nanakuli High & Inter School,89-980 Nanakuli Avenue,Waianae,96792,808.305.7600,808.668.5828,Christine Udarbe-Valdez,7,12,Middle - High,https://www.nanakuligoldenhawks.org/,Nanakuli,Nanakuli-Waianae,Leeward,Oahu,FALSE
461,Niihau High & Elem School,c/o Department of Education  Kauai Complex Area Office 3060 Eiwa Street  Suite 305,Lihue,96766,808.274.3502,808.274.3508,Gail S  Nakaahiki,K,12,K - 12,,Waimea,Kapaa-Kauai-Waimea,Kauai,Niihau,FALSE
221,Nimitz Elem School,520 Main Street,Honolulu,96818,808.307.4400,808.421.4170,Corey Allen,K,6,Elementary,http://nimitzelementary.hidoe.us/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
139,Niu Valley Middle School,310 Halemaumau Street,Honolulu,96821,808.307.6800,808.377.2444,Jeffrey Shitaoka,6,8,Middle / Inter,http://www.niuvalleymiddle.org/,Kaiser,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
140,Noelani Elem School,2655 Woodlawn Drive,Honolulu,96822,808.988.1858,808.988.1855,Bryan Gusman,PreK,5,Elementary,http://www.nes.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
141,Nuuanu Elem School,3055 Puiwa Lane,Honolulu,96817,808.307.0100,808.595.5425,Ned Uemae,K,5,Elementary,http://www.nuuanu.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
475,Olomana School,42-522 Kalanianaole Highway,Kailua,96734,808.307.1600,808.266.7873,Stacey Oshio,7,12,Middle - High,http://www.olomanaschoolhi.k12.hi.us/,Kailua,Kailua-Kalaheo,Windward,Oahu,FALSE
382,Paauilo Elem & Inter School,43-1497 Old Main Road,Paauilo,96776,808.776.7710,808.776.7714,Maegan Macgregor,PreK,8,Elem - Middle,http://www.paauiloschool.org/,Honokaa,Honokaa-Kealakehe-Kohala-Konawaena,Hawaii,Hawaii,FALSE
381,Pahoa Elem School,15-3030 Pahoa Village Road,Pahoa,96778,808.313.4400,808.965.2180,Karrin Hauanio,PreK,6,Elementary,,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,FALSE
383,Pahoa High & Inter School,15-3038 Puna Road,Pahoa,96778,808.313.4300,808.965.2153,Kim Williamson,7,12,Middle - High,http://pahoahis.org/,Pahoa,Kau-Keaau-Pahoa,Hawaii,Hawaii,FALSE
422,Paia Elem School,955 Baldwin Avenue,Paia,96779,808.727.3800,808.579.2103,Merilee Valentino,K,5,Elementary,http://paiaelementary.com,Kekaulike,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
264,Palisades Elem School,2306 Auhuhu Street,Pearl City,96782,808.307.4700,808.453.5910,Gavin Tsue,K,6,Elementary,https://www.palisades.k12.hi.us/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
142,Palolo Elem School,2106 10th Avenue,Honolulu,96816,808.733.4700,808.733.4708,Julia West,PreK,5,Elementary,http://www.paloloelementary.com,Kaimuki,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
323,Parker Elem School,45-259 Waikalua Road,Kaneohe,96744,808.307.1100,808.233.5689,Elissa Johnson,PreK,6,Elementary,http://benjaminparkerschool.weebly.com/,Castle,Castle-Kahuku,Windward,Oahu,FALSE
143,Pauoa Elem School,2301 Pauoa Road,Honolulu,96813,808.587.4500,808.587.4506,Timothy Hosoda,K,5,Elementary,http://pauoa.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
265,Pearl City Elem School,1090 Waimano Home Road,Pearl City,96782,808.307.5400,808.453.6467,James Suster,PreK,6,Elementary,https://sites.google.com/k12.hi.us/pearlcityelementaryschool,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
266,Pearl City High School,2100 Hookiekie Street,Pearl City,96782,808.307.5500,808.453.6521,Joseph Halfmann,9,12,High School,http://www.pchs.k12.hi.us,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
267,Pearl City Highlands Elem,1419 Waimano Home Road,Pearl City,96782,808.307.4800,808.453.6472,Keith Hui,K,6,Elementary,http://www.pches.org/,Pearl City,Pearl City-Waipahu,Leeward,Oahu,FALSE
222,Pearl Harbor Elem School,1 Moanalua Ridge,Honolulu,96818,808.305.6000,808.421.4128,Trisha Toyama-Wakumoto,K,6,Elementary,http://www.pearlharborelementary.org/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
223,Pearl Harbor Kai Elem School,1 C Avenue,Honolulu,96818,808.421.4245,808.421.4248,Sunshine Dandurand,PreK,6,Elementary,https://www.pearlharborkai.org/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
243,Pearl Ridge Elem School,98-940 Moanalua Road,Aiea,96701,808.305.9300,808.483.7255,Lori Nakamoto,K,6,Elementary,http://pearlrid.k12.hi.us,Aiea,Aiea-Moanalua-Radford,Central,Oahu,FALSE
269,Pohakea Elem School,91-750 Fort Weaver Road,Ewa Beach,96706,808.307.2000,808.689.1293,Traciann Dolim,K,6,Elementary,http://www.pohakea.k12.hi.us,Campbell,Campbell-Kapolei,Leeward,Oahu,FALSE
433,Pomaikai Elem School,4650 S. Kamehameha Avenue,Kahului,96732,808.727.4800,808.873.3414,Timothy Shim,K,5,Elementary,http://pomaikai.k12.hi.us/,Maui,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
324,Pope Elem School,41-133 Huli Street,Waimanalo,96795,808.509.1000,808.259.0452,Heidi Rezentes,PreK,6,Elementary,https://www.pope.k12.hi.us/,Kailua,Kailua-Kalaheo,Windward,Oahu,FALSE
426,Pukalani Elem School,2945 Iolani Street,Pukalani,96768,808.727.3900,808.573.8766,Gary Kanamori,PreK,5,Elementary,https://www.pukalanies.k12.hi.us,Kekaulike,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
314,Puohala Elem School,45-233 Kulauli Street,Kaneohe,96744,808.305.5900,808.233.5663,Kathy Kahikina,K,8,Elementary,https://www.puohalaelementaryschool.k12.hi.us/,Castle,Castle-Kahuku,Windward,Oahu,FALSE
436,Puu Kukui Elem School,3700 Kehalani Mauka Parkway,Wailuku,96793,808.727.3000,808.727.3120,Chad Okamoto,K,5,Elementary,https://puukukui.k12.hi.us/,Baldwin,Baldwin-Kekaulike-Kulanihakoi-Maui,Maui,Maui,FALSE
145,Puuhale Elem School,345 Puuhale Road,Honolulu,96819,808.305.2500,808.832.3195,Sabrina Feliciano,PreK,5,Elementary,https://www.puuhaleschool.com/,Farrington,Farrington-Kaiser-Kalani,Honolulu,Oahu,FALSE
224,Radford High School,4361 Salt Lake Blvd.,Honolulu,96818,808.421.4200,808.421.4210,James Sunday,9,12,High School,http://www.radfordhs.org/,Radford,Aiea-Moanalua-Radford,Central,Oahu,FALSE
225,Red Hill Elem School,1265 Ala Kula Place,Honolulu,96819,808.305.1530,808.831.7861,Tyler Brown,PreK,6,Elementary,http://www.redhillelementary.org,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
146,Roosevelt High School,1120 Nehoa Street,Honolulu,96822,808.307.0500,808.587.4637,Sean Wong,9,12,High School,http://www.roosevelthigh.org/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
147,Royal Elem School,1519 Queen Emma Street,Honolulu,96813,808.587.4510,808.587.4518,Eleanor Gonsalves,K,5,Elementary,http://www.royalschoolk5.org/,McKinley,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
239,Salt Lake Elem School,1131 Ala Lilikoi Street,Honolulu,96818,808.305.1600,808.831.7873,Randall Galeon,K,6,Elementary,https://www.saltlakeeshawaii.org/,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
227,Scott Elem School,98-1230 Moanalua Road,Aiea,96701,808.483.7220,808.483.7223,William Olk,PreK,6,Elementary,http://www.alvahscott.org/,Aiea,Aiea-Moanalua-Radford,Central,Oahu,FALSE
228,Shafter Elem School,2 Fort Shafter,Honolulu,96819,808.305.1500,808.832.3562,Rory Vierra,K,6,Elementary,https://www.shafterelementary.com/,Moanalua,Aiea-Moanalua-Radford,Central,Oahu,FALSE
226,Solomon Elem School,211 Carpenter Street,Wahiawa,96786,808.305.1800,808.624.9505,Thomas Swan,PreK,5,Elementary,http://www.solomonelementary.org,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
148,Stevenson Middle School,1202 Prospect Street,Honolulu,96822,808.307.3300,808.587.4523,Laurie Luczak,6,8,Middle / Inter,https://www.rlsms.k12.hi.us/,Roosevelt,Kaimuki-McKinley-Roosevelt,Honolulu,Oahu,FALSE
325,Sunset Beach Elem School,59-360 Kamehameha Highway,Haleiwa,96712,808.307.1000,808.638.8789,Eliza Elkington,PreK,6,Elementary,http://www.sunset.k12.hi.us/,Kahuku,Castle-Kahuku,Windward,Oahu,FALSE
229,Wahiawa Elem School,1402 Glen Avenue,Wahiawa,96786,808.307.6000,808.622.6394,Sean Takashima,PreK,5,Elementary,https://www.wahiawaelementary.org/,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
230,Wahiawa Middle School,275 Rose Street,Wahiawa,96786,808.305.3300,808.622.6506,Samuel Bennett,6,8,Middle / Inter,http://wahiawamiddle.com,Leilehua,Leilehua-Mililani-Waialua,Central,Oahu,FALSE
326,Waiahole Elem School,48-215 Waiahole Valley Road,Kaneohe,96744,808.239.3111,808.239.3113,Alexandra Obra,PreK,6,Elementary,http://www.waiahole.org/,Castle,Castle-Kahuku,Windward,Oahu,FALSE
384,Waiakea Elem School,180 West Puainako Street,Hilo,96720,808.981.7215,808.981.7218,Ken Watanabe,K,5,Elementary,http://www.waiakeaelementary.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,FALSE
389,Waiakea High School,155 W. Kawili Street,Hilo,96720,808.974.4888,808.974.4880,Kelcy Koga,9,12,High School,http://waiakeahigh.k12.hi.us/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,FALSE
385,Waiakea Inter School,200 West Puainako Street,Hilo,96720,808.981.7231,808.981.7237,Lisa Souza,6,8,Middle / Inter,http://www.waiakeatitans.org/,Waiakea,Hilo-Waiakea,Hawaii,Hawaii,FALSE
